gene_chrom	gene_start	gene_end	region_chrom	region_start	region_end	gene_id	gene_strand	region_id	target	subset	gene_expr_change	distance_to_tss	ABC_score
chr11	1773981	1785222	chr11	1568331	1568421	ENSG00000117984	-	chr11:1568331-1568421	negative	train	0.0317704572286939	216800	0.00030643822
chr11	1773981	1785222	chr11	1561417	1561519	ENSG00000117984	-	chr11:1561417-1561519	negative	test	-0.0346276870274804	223702	0.00040124324
chr11	1773981	1785222	chr11	2009658	2010154	ENSG00000117984	-	chr11:2009658-2010154	negative	train	0.0342909523879682	224437	0.022679814
chr11	1773981	1785222	chr11	1541753	1542169	ENSG00000117984	-	chr11:1541753-1542169	negative	train	0.0190805548532633	243052	0.00086696626
chr11	1773981	1785222	chr11	1533748	1534025	ENSG00000117984	-	chr11:1533748-1534025	negative	train	-0.0124825251827951	251196	0.00022721549
chr11	1773981	1785222	chr11	1488472	1488949	ENSG00000117984	-	chr11:1488472-1488949	negative	train	-0.0221466558185575	296272	0.00049485146
chr11	1773981	1785222	chr11	1410598	1411288	ENSG00000117984	-	chr11:1410598-1411288	negative	train	0.016698646875916	373933	0.00067916651
chr11	1773981	1785222	chr11	1404401	1404794	ENSG00000117984	-	chr11:1404401-1404794	negative	train	-0.0091340511598456	380427	0.00017593891
chr11	1773981	1785222	chr11	1372495	1373123	ENSG00000117984	-	chr11:1372495-1373123	negative	train	0.0311362985180799	412098	0.00048693093
chr8	102190105	102218421	chr8	102210473	102211148	ENSG00000120963	-	chr8:102210473-102211148	positive	train	-0.148542648885982	7272	0.050014552
chr8	102190105	102218421	chr8	102209981	102210471	ENSG00000120963	-	chr8:102209981-102210471	positive	valid	-0.257662580300591	7949	0.014383566
chr8	102190105	102218421	chr8	102234633	102235570	ENSG00000120963	-	chr8:102234633-102235570	negative	train	0.0017804283274449	16213	0.0090796365
chr8	102190105	102218421	chr8	102257605	102258088	ENSG00000120963	-	chr8:102257605-102258088	negative	valid	0.0093378589642891	39185	0.003029944
chr8	102190105	102218421	chr8	102171067	102172101	ENSG00000120963	-	chr8:102171067-102172101	negative	valid	0.0067267929830481	46319	0.021304764
chr8	102190105	102218421	chr8	102169705	102170203	ENSG00000120963	-	chr8:102169705-102170203	negative	train	-0.0059126220502137	48217	0.0029662965
chr8	102190105	102218421	chr8	102166893	102167844	ENSG00000120963	-	chr8:102166893-102167844	negative	test	-0.0134309940731083	50576	0.0064162845
chr8	102190105	102218421	chr8	102165889	102166365	ENSG00000120963	-	chr8:102165889-102166365	negative	test	0.0012614350780553	52055	0.0058424247
chr8	102190105	102218421	chr8	102161669	102162674	ENSG00000120963	-	chr8:102161669-102162674	negative	train	-0.0050227437151571	55746	0.059961688
chr8	102190105	102218421	chr8	102150468	102151128	ENSG00000120963	-	chr8:102150468-102151128	negative	train	-0.0153083955058437	67292	0.010814294
chr8	102190105	102218421	chr8	102149336	102150014	ENSG00000120963	-	chr8:102149336-102150014	negative	train	-0.0107726907790715	68406	0.012089101
chr8	102190105	102218421	chr8	102137162	102137307	ENSG00000120963	-	chr8:102137162-102137307	negative	train	0.0072894328018768	81113	0.00092955408
chr8	102190105	102218421	chr8	102300210	102300997	ENSG00000120963	-	chr8:102300210-102300997	negative	train	-0.0049394762366779	81790	0.0018622402
chr8	102190105	102218421	chr8	102135504	102135825	ENSG00000120963	-	chr8:102135504-102135825	negative	train	-0.0190959821470982	82595	0.0027905487
chr8	102190105	102218421	chr8	102130159	102130301	ENSG00000120963	-	chr8:102130159-102130301	negative	train	0.0020200799342509	88119	0.00080440853
chr8	102190105	102218421	chr8	102313623	102313961	ENSG00000120963	-	chr8:102313623-102313961	negative	train	-0.0134455843270347	95203	0.0013052037
chr8	102190105	102218421	chr8	102121714	102122062	ENSG00000120963	-	chr8:102121714-102122062	negative	train	-0.0078514076610212	96358	0.0068922353
chr8	102190105	102218421	chr8	102120697	102121283	ENSG00000120963	-	chr8:102120697-102121283	negative	train	-0.0208196368774776	97137	0.013921592
chr8	102190105	102218421	chr8	102110757	102111107	ENSG00000120963	-	chr8:102110757-102111107	negative	train	-0.0050593232430467	107313	0.0033003111
chr8	102190105	102218421	chr8	102110004	102110323	ENSG00000120963	-	chr8:102110004-102110323	negative	train	-0.0188544531282255	108097	0.0022670385
chr8	102190105	102218421	chr8	102103087	102103581	ENSG00000120963	-	chr8:102103087-102103581	negative	train	-0.0043290597657454	114839	0.0027580521
chr8	102190105	102218421	chr8	102092598	102093402	ENSG00000120963	-	chr8:102092598-102093402	negative	test	-0.0048338330737063	125018	0.0007413702
chr8	102190105	102218421	chr8	102345143	102345514	ENSG00000120963	-	chr8:102345143-102345514	negative	train	0.0161591067696687	126723	0.00015440556
chr8	102190105	102218421	chr8	102063527	102064418	ENSG00000120963	-	chr8:102063527-102064418	negative	train	0.0281863637589801	154002	0.0052108443
chr8	102190105	102218421	chr8	102060828	102061408	ENSG00000120963	-	chr8:102060828-102061408	negative	train	0.0098173424808871	157012	0.0048485102
chr8	102190105	102218421	chr8	102386098	102386755	ENSG00000120963	-	chr8:102386098-102386755	negative	valid	0.0078161560928622	167678	0.0021674127
chr8	102190105	102218421	chr8	102049163	102049678	ENSG00000120963	-	chr8:102049163-102049678	negative	train	0.0078603447416973	168742	0.0039613109
chr8	102190105	102218421	chr8	102388102	102389030	ENSG00000120963	-	chr8:102388102-102389030	negative	test	0.0007461159544415	169682	0.00403319831
chr8	102190105	102218421	chr8	102389034	102389341	ENSG00000120963	-	chr8:102389034-102389341	negative	train	0.0205266113977589	170614	0.00065471281
chr8	102190105	102218421	chr8	102039587	102039925	ENSG00000120963	-	chr8:102039587-102039925	negative	train	0.01170074323037	178495	0.00054377559
chr8	102190105	102218421	chr8	102038391	102038833	ENSG00000120963	-	chr8:102038391-102038833	negative	train	-0.0013071902015331	179587	0.0033301953
chr8	102190105	102218421	chr8	102022052	102022313	ENSG00000120963	-	chr8:102022052-102022313	negative	test	-0.0001911864038395	196107	0.0004001769
chr8	102190105	102218421	chr8	102015675	102016218	ENSG00000120963	-	chr8:102015675-102016218	negative	valid	-0.0065616492559383	202202	0.0047744575
chr8	102190105	102218421	chr8	101997945	101999135	ENSG00000120963	-	chr8:101997945-101999135	negative	train	0.0077176483784124	219285	0.009664533
chr8	102190105	102218421	chr8	101994375	101994816	ENSG00000120963	-	chr8:101994375-101994816	negative	train	-0.0131452733766046	223604	0.00517822
chr8	102190105	102218421	chr8	101993423	101993837	ENSG00000120963	-	chr8:101993423-101993837	negative	train	0.00110080465753	224583	0.0057176791
chr8	102190105	102218421	chr8	101920721	101921107	ENSG00000120963	-	chr8:101920721-101921107	negative	valid	-0.0127813639561363	297313	0.0058031327
chr8	102190105	102218421	chr8	101920207	101920392	ENSG00000120963	-	chr8:101920207-101920392	negative	train	0.0021136889176718	298028	0.0010246187
chr8	102190105	102218421	chr8	101912570	101913033	ENSG00000120963	-	chr8:101912570-101913033	negative	train	0.0135179973324966	305387	0.0062701417
chr8	102190105	102218421	chr8	101896106	101896450	ENSG00000120963	-	chr8:101896106-101896450	negative	train	0.0048771426866118	321970	0.0021956242
chr8	102190105	102218421	chr8	101894050	101894628	ENSG00000120963	-	chr8:101894050-101894628	negative	train	0.0046624759832796	323792	0.0032759959
chr8	102190105	102218421	chr8	101876916	101877675	ENSG00000120963	-	chr8:101876916-101877675	negative	train	-0.0165169964487923	340745	0.0015611075
chr8	102190105	102218421	chr8	101859345	101860069	ENSG00000120963	-	chr8:101859345-101860069	negative	train	-0.0003443673230458	358351	0.0020750196
chr8	102190105	102218421	chr8	101776096	101776715	ENSG00000120963	-	chr8:101776096-101776715	negative	train	0.0029923491073138	441705	0.0012634794
chr8	102190105	102218421	chr8	101773932	101774280	ENSG00000120963	-	chr8:101773932-101774280	negative	train	0.0329183716185188	444140	0.00018480964
chr11	5684424	5959849	chr11	5710836	5711101	ENSG00000132256	-	chr11:5710836-5711101	positive	train	-0.610512438299125	248747	0.00097182667
chr11	5684424	5959849	chr11	5705627	5706756	ENSG00000132256	-	chr11:5705627-5706756	positive	valid	-1.95076740454217	253092	0.019919134
chr11	5684424	5959849	chr11	5836759	5837108	ENSG00000132256	-	chr11:5836759-5837108	negative	train	-0.0095677059916135	122740	0.0028498036
chr11	5684424	5959849	chr11	5831135	5832192	ENSG00000132256	-	chr11:5831135-5832192	negative	valid	0.0258807067940358	127656	0.02792229
chr11	5684424	5959849	chr11	5711901	5712444	ENSG00000132256	-	chr11:5711901-5712444	negative	train	-0.256791500754468	247404	0.0065416045
chr11	5684424	5959849	chr11	5711580	5711854	ENSG00000132256	-	chr11:5711580-5711854	negative	train	-0.182879257311599	247994	0.0065416045
chr11	5684424	5959849	chr11	6246240	6246630	ENSG00000132256	-	chr11:6246240-6246630	negative	train	0.0339126032154988	286392	0.00055672022
chr11	5684424	5959849	chr11	6250574	6250841	ENSG00000132256	-	chr11:6250574-6250841	negative	train	-0.0050651959804851	290726	0.00092915543
chr11	5684424	5959849	chr11	6254315	6254375	ENSG00000132256	-	chr11:6254315-6254375	negative	train	0.0532655501415006	294467	0.00095367426
chr11	5684424	5959849	chr11	6271099	6271383	ENSG00000132256	-	chr11:6271099-6271383	negative	train	-0.020737816371832	311251	0.0011093579
chr11	5684424	5959849	chr11	6272434	6272687	ENSG00000132256	-	chr11:6272434-6272687	negative	train	0.0170237593277138	312586	0.00068139712
chr11	5684424	5959849	chr11	6273253	6273682	ENSG00000132256	-	chr11:6273253-6273682	negative	train	-0.0016548931256276	313405	0.00093779644
chr11	5684424	5959849	chr11	5641812	5642824	ENSG00000132256	-	chr11:5641812-5642824	negative	train	-0.0315260509425891	317024	0.002083979
chr11	5684424	5959849	chr11	5621515	5622094	ENSG00000132256	-	chr11:5621515-5622094	negative	test	-0.211245158077358	337754	0.013926517
chr11	5684424	5959849	chr11	5617707	5618540	ENSG00000132256	-	chr11:5617707-5618540	negative	train	-0.187901429591692	341308	0.026140221
chr11	5684424	5959849	chr11	5617133	5617668	ENSG00000132256	-	chr11:5617133-5617668	negative	train	-0.234108609013256	342180	0.026140221
chr11	5684424	5959849	chr11	5612857	5613333	ENSG00000132256	-	chr11:5612857-5613333	negative	test	0.012654157039673	346515	0.0052590708
chr11	5684424	5959849	chr11	5602189	5602675	ENSG00000132256	-	chr11:5602189-5602675	negative	train	-0.0219217322968312	357173	0.0031978458
chr11	5684424	5959849	chr11	5601886	5602076	ENSG00000132256	-	chr11:5601886-5602076	negative	test	-0.0050404431645032	357772	0.0031978458
chr11	5684424	5959849	chr11	5585555	5585902	ENSG00000132256	-	chr11:5585555-5585902	negative	train	-0.0099601484914876	373946	0.0028924676
chr11	5684424	5959849	chr11	5577987	5578384	ENSG00000132256	-	chr11:5577987-5578384	negative	train	0.0009443747656243	381464	0.0015985718
chr11	5684424	5959849	chr11	5571844	5572179	ENSG00000132256	-	chr11:5571844-5572179	negative	test	-0.0261741982927055	387669	0.00030177531
chr11	5684424	5959849	chr11	5555054	5555871	ENSG00000132256	-	chr11:5555054-5555871	negative	train	0.0111288122051032	403977	0.0073166009
chr11	5684424	5959849	chr11	5552521	5553049	ENSG00000132256	-	chr11:5552521-5553049	negative	train	0.0321516554400544	406799	0.012438049
chr11	5684424	5959849	chr11	5552297	5552493	ENSG00000132256	-	chr11:5552297-5552493	negative	train	-0.0401994490547103	407355	0.012438049
chr11	5684424	5959849	chr11	6378426	6378837	ENSG00000132256	-	chr11:6378426-6378837	negative	train	-0.0547880576731191	418578	0.0034434393
chr11	5684424	5959849	chr11	5529255	5529524	ENSG00000132256	-	chr11:5529255-5529524	negative	valid	0.0937998468879051	430324	0.00058059637
chr11	5684424	5959849	chr11	5527034	5527277	ENSG00000132256	-	chr11:5527034-5527277	negative	train	0.200759607263898	432571	0.0030709736
chr11	5684424	5959849	chr11	5526713	5526942	ENSG00000132256	-	chr11:5526713-5526942	negative	train	0.162419851091626	432906	0.0030709736
chr11	5684424	5959849	chr11	5525494	5526063	ENSG00000132256	-	chr11:5525494-5526063	negative	train	0.202716301731833	433785	0.0047609122
chr11	5684424	5959849	chr11	6409809	6411893	ENSG00000132256	-	chr11:6409809-6411893	negative	train	0.0819512110963463	449961	0.0030077998199999996
chr8	86089459	86129387	chr8	86104176	86104823	ENSG00000133740	+	chr8:86104176-86104823	positive	train	-0.349682236057205	14717	0.032778657
chr8	86089459	86129387	chr8	86056264	86056659	ENSG00000133740	+	chr8:86056264-86056659	negative	train	-0.0882037087618331	32800	0.0095476897
chr8	86089459	86129387	chr8	86133652	86133734	ENSG00000133740	+	chr8:86133652-86133734	negative	test	0.189624785192254	44193	0.033925905
chr8	86089459	86129387	chr8	86133742	86134109	ENSG00000133740	+	chr8:86133742-86134109	negative	train	0.0941824321124382	44283	0.033925905
chr8	86089459	86129387	chr8	86039879	86040567	ENSG00000133740	+	chr8:86039879-86040567	negative	train	-0.0988556639917599	48892	0.052814798
chr8	86089459	86129387	chr8	86170751	86170965	ENSG00000133740	+	chr8:86170751-86170965	negative	valid	0.019825327799792	81292	0.0047569577
chr8	86089459	86129387	chr8	86176863	86177237	ENSG00000133740	+	chr8:86176863-86177237	negative	train	0.093774329806024	87404	0.012964355
chr8	86089459	86129387	chr8	85980881	85980973	ENSG00000133740	+	chr8:85980881-85980973	negative	train	0.0784299737883842	108486	0.0012454817
chr8	86089459	86129387	chr8	86290273	86290721	ENSG00000133740	+	chr8:86290273-86290721	negative	train	-0.0166612983661442	200814	0.0013488405
chr8	86089459	86129387	chr8	86291599	86291753	ENSG00000133740	+	chr8:86291599-86291753	negative	test	-0.0660617100996519	202140	0.00069858827
chr8	86089459	86129387	chr8	86295430	86295797	ENSG00000133740	+	chr8:86295430-86295797	negative	train	-0.126919563068863	205971	0.0048455124
chr11	18415934	18429972	chr11	18414411	18414793	ENSG00000134333	+	chr11:18414411-18414793	positive	train	-0.176384550769676	1141	0.027411362
chr11	18415934	18429972	chr11	18405131	18406400	ENSG00000134333	+	chr11:18405131-18406400	negative	train	-0.011435977519662	9534	0.10992185
chr11	18415934	18429972	chr11	18392762	18393221	ENSG00000134333	+	chr11:18392762-18393221	negative	train	0.0004343447264449	22713	0.012029849
chr11	18415934	18429972	chr11	18440681	18440968	ENSG00000134333	+	chr11:18440681-18440968	negative	train	-0.0071136096659276	24747	0.0041883793
chr11	18415934	18429972	chr11	18350456	18351289	ENSG00000134333	+	chr11:18350456-18351289	negative	train	-0.0006162034164265	64645	0.018118221
chr11	18415934	18429972	chr11	18335552	18335896	ENSG00000134333	+	chr11:18335552-18335896	negative	train	-0.0035812721356383	80038	0.0066558651
chr11	18415934	18429972	chr11	18512558	18513398	ENSG00000134333	+	chr11:18512558-18513398	negative	valid	0.0437428490786376	96624	0.0049745105
chr11	18415934	18429972	chr11	18599835	18600025	ENSG00000134333	+	chr11:18599835-18600025	negative	train	-0.0156401232777448	183901	0.00034000181
chr11	18415934	18429972	chr11	18600751	18601179	ENSG00000134333	+	chr11:18600751-18601179	negative	train	0.0236942448400708	184817	0.0014768873
chr11	18415934	18429972	chr11	18629897	18630358	ENSG00000134333	+	chr11:18629897-18630358	negative	train	-0.0126011312088783	213963	0.0019489006
chr11	18415934	18429972	chr11	18637409	18638057	ENSG00000134333	+	chr11:18637409-18638057	negative	train	-0.0060534494237343	221475	0.0052206514
chr11	18415934	18429972	chr11	18671433	18672100	ENSG00000134333	+	chr11:18671433-18672100	negative	test	0.0072208478405215	255499	0.0028630266
chr11	18415934	18429972	chr11	18672492	18673083	ENSG00000134333	+	chr11:18672492-18673083	negative	train	0.0201824414241236	256558	0.0021594928
chr11	18415934	18429972	chr11	18689914	18690438	ENSG00000134333	+	chr11:18689914-18690438	negative	train	-0.0184242956660838	273980	0.0010615967
chr11	18415934	18429972	chr11	18690706	18691087	ENSG00000134333	+	chr11:18690706-18691087	negative	train	0.0107773667834798	274772	0.00070332821
chr11	18415934	18429972	chr11	18691088	18691608	ENSG00000134333	+	chr11:18691088-18691608	negative	train	0.0300281379914527	275154	0.0011004621
chr11	18415934	18429972	chr11	18713156	18713720	ENSG00000134333	+	chr11:18713156-18713720	negative	train	0.0585308799561248	297222	0.0033238399
chr11	18415934	18429972	chr11	18714625	18715595	ENSG00000134333	+	chr11:18714625-18715595	negative	valid	0.015003598094389	298691	0.0067827051
chr11	18415934	18429972	chr11	18785739	18786241	ENSG00000134333	+	chr11:18785739-18786241	negative	test	-0.0207155876592298	369805	0.0015076078
chr8	124025403	124054663	chr8	124052452	124052886	ENSG00000136986	-	chr8:124052452-124052886	positive	train	-0.245580611459581	1776	0.035853857
chr8	124025403	124054663	chr8	124070032	124070300	ENSG00000136986	-	chr8:124070032-124070300	negative	train	0.0427847972151959	15370	0.0071972642
chr8	124025403	124054663	chr8	124073133	124073404	ENSG00000136986	-	chr8:124073133-124073404	negative	test	-0.0184816519702882	18471	0.0084959743
chr8	124025403	124054663	chr8	124077710	124078325	ENSG00000136986	-	chr8:124077710-124078325	negative	train	-0.0326039636985047	23048	0.010554809
chr8	124025403	124054663	chr8	124027788	124028082	ENSG00000136986	-	chr8:124027788-124028082	negative	train	-0.156696473658896	26580	0.007884544
chr8	124025403	124054663	chr8	124027076	124027591	ENSG00000136986	-	chr8:124027076-124027591	negative	train	-0.043571618261855	27071	0.010217142
chr8	124025403	124054663	chr8	124115872	124116218	ENSG00000136986	-	chr8:124115872-124116218	negative	train	-0.0131323129003975	61210	0.0017043691
chr8	124025403	124054663	chr8	124124976	124125300	ENSG00000136986	-	chr8:124124976-124125300	negative	test	0.02426339863033	70314	0.001572508
chr8	124025403	124054663	chr8	124138655	124138949	ENSG00000136986	-	chr8:124138655-124138949	negative	train	-0.0460932860714467	83993	0.0026593792
chr8	124025403	124054663	chr8	124149781	124150179	ENSG00000136986	-	chr8:124149781-124150179	negative	train	0.0203165064517096	95119	0.0020687075
chr8	124025403	124054663	chr8	124161262	124161656	ENSG00000136986	-	chr8:124161262-124161656	negative	train	-0.0235101163578632	106600	0.0079098224
chr8	124025403	124054663	chr8	124165735	124165845	ENSG00000136986	-	chr8:124165735-124165845	negative	train	-0.0263124138403943	111073	0.00097946562
chr8	124025403	124054663	chr8	124167037	124167302	ENSG00000136986	-	chr8:124167037-124167302	negative	train	-0.0192637211605497	112375	0.0027824423
chr8	124025403	124054663	chr8	124169502	124169661	ENSG00000136986	-	chr8:124169502-124169661	negative	test	-0.0267101150413812	114840	0.020824861
chr8	124025403	124054663	chr8	124171314	124171421	ENSG00000136986	-	chr8:124171314-124171421	negative	valid	0.092554295952635	116652	0.0021000928
chr8	124025403	124054663	chr8	124177039	124177417	ENSG00000136986	-	chr8:124177039-124177417	negative	train	0.112483391873029	122377	0.002941934
chr8	124025403	124054663	chr8	124178508	124178893	ENSG00000136986	-	chr8:124178508-124178893	negative	valid	-0.0414111359950843	123846	0.018713187
chr8	124025403	124054663	chr8	124178947	124180157	ENSG00000136986	-	chr8:124178947-124180157	negative	train	0.0714373861165779	124285	0.067333805
chr8	124025403	124054663	chr8	124180271	124180415	ENSG00000136986	-	chr8:124180271-124180415	negative	valid	-0.0567645975160055	125609	0.048620618
chr8	124025403	124054663	chr8	124184044	124184300	ENSG00000136986	-	chr8:124184044-124184300	negative	test	-0.0569564463714056	129382	0.0041329557
chr8	124025403	124054663	chr8	124190909	124191481	ENSG00000136986	-	chr8:124190909-124191481	negative	valid	0.0040474176345244	136247	0.016269507
chr8	124025403	124054663	chr8	124193562	124193945	ENSG00000136986	-	chr8:124193562-124193945	negative	valid	0.006727497944596	138900	0.035150105
chr8	124025403	124054663	chr8	124193997	124194195	ENSG00000136986	-	chr8:124193997-124194195	negative	train	-0.115886814979336	139335	0.035150105
chr8	124025403	124054663	chr8	124210419	124210676	ENSG00000136986	-	chr8:124210419-124210676	negative	train	-0.0314324050843047	155757	0.0012128445
chr8	124025403	124054663	chr8	123869960	123870625	ENSG00000136986	-	chr8:123869960-123870625	negative	train	-0.0838536260257046	184037	0.0011655971
chr8	124025403	124054663	chr8	123850025	123850218	ENSG00000136986	-	chr8:123850025-123850218	negative	train	-0.0102306458515476	204444	0.00066121533
chr8	124025403	124054663	chr8	124263016	124263587	ENSG00000136986	-	chr8:124263016-124263587	negative	valid	-0.129474752435923	208354	0.0060808137
chr8	124025403	124054663	chr8	123840303	123841003	ENSG00000136986	-	chr8:123840303-123841003	negative	train	0.0390371066613802	213659	0.010776033
chr8	124025403	124054663	chr8	124281193	124281631	ENSG00000136986	-	chr8:124281193-124281631	negative	test	-0.0618587755757251	226531	0.0017446826
chr8	124025403	124054663	chr8	124293774	124293935	ENSG00000136986	-	chr8:124293774-124293935	negative	train	-0.0148095456495053	239112	0.00026502371
chr8	124025403	124054663	chr8	124294629	124295128	ENSG00000136986	-	chr8:124294629-124295128	negative	train	-0.0097670694890198	239967	0.00054236992
chr8	124025403	124054663	chr8	123706273	123706809	ENSG00000136986	-	chr8:123706273-123706809	negative	valid	-0.0255164913606081	347853	0.0025654572
chr8	124025403	124054663	chr8	124402574	124402884	ENSG00000136986	-	chr8:124402574-124402884	negative	train	-0.0491907096276977	347912	0.00096763372
chr8	124025403	124054663	chr8	123701924	123702239	ENSG00000136986	-	chr8:123701924-123702239	negative	train	0.108028441096332	352423	0.0010152132
chr8	124025403	124054663	chr8	124407453	124407786	ENSG00000136986	-	chr8:124407453-124407786	negative	valid	-0.0369970901314486	352791	0.0032088528
chr8	124025403	124054663	chr8	123695491	123695957	ENSG00000136986	-	chr8:123695491-123695957	negative	train	0.0095447504977264	358705	0.0014715896
chr8	124025403	124054663	chr8	124425186	124425554	ENSG00000136986	-	chr8:124425186-124425554	negative	train	0.06853848909476	370524	0.00074036587
chr8	124025403	124054663	chr8	123651103	123651619	ENSG00000136986	-	chr8:123651103-123651619	negative	train	0.0336221872520986	403043	0.00038379463
chr8	124025403	124054663	chr8	124458718	124459397	ENSG00000136986	-	chr8:124458718-124459397	negative	train	0.0139207949453451	404056	0.0018531789
chr8	124025403	124054663	chr8	124460019	124460372	ENSG00000136986	-	chr8:124460019-124460372	negative	valid	-0.0060697805007585	405357	0.0007150616
chr8	124025403	124054663	chr8	124463056	124463653	ENSG00000136986	-	chr8:124463056-124463653	negative	train	0.0624378262442575	408394	0.0027346966
chr8	124025403	124054663	chr8	123619102	123619370	ENSG00000136986	-	chr8:123619102-123619370	negative	train	-0.0214462374522924	435292	0.00016936132
chr8	117654368	117779164	chr8	117742365	117742635	ENSG00000147677	-	chr8:117742365-117742635	positive	train	-0.0374678763463705	36528	0.0068991963
chr8	117654368	117779164	chr8	117773828	117774995	ENSG00000147677	-	chr8:117773828-117774995	negative	train	-0.0366258135868582	4168	0.121012903
chr8	117654368	117779164	chr8	117744099	117744355	ENSG00000147677	-	chr8:117744099-117744355	negative	train	-0.0174617534719776	34808	0.0034678875
chr8	117654368	117779164	chr8	117743124	117743201	ENSG00000147677	-	chr8:117743124-117743201	negative	train	-0.0444362703840433	35962	0.0039207022
chr8	117654368	117779164	chr8	117740759	117741144	ENSG00000147677	-	chr8:117740759-117741144	negative	test	-0.0445466416476887	38019	0.01973216
chr8	117654368	117779164	chr8	117718333	117718762	ENSG00000147677	-	chr8:117718333-117718762	negative	valid	-0.013296298135935	60401	0.010354605
chr8	117654368	117779164	chr8	117700389	117700591	ENSG00000147677	-	chr8:117700389-117700591	negative	train	-0.0129338491582103	78572	0.0028364146
chr8	117654368	117779164	chr8	117889937	117890223	ENSG00000147677	-	chr8:117889937-117890223	negative	train	-0.012159710970709	110774	0.0019293255
chr8	117654368	117779164	chr8	117640056	117640430	ENSG00000147677	-	chr8:117640056-117640430	negative	valid	-0.0014816736589926	138733	0.0012410559
chr8	117654368	117779164	chr8	117565774	117566104	ENSG00000147677	-	chr8:117565774-117566104	negative	train	-0.0027645311839377	213059	0.0044847405
chr8	117654368	117779164	chr8	117557226	117557673	ENSG00000147677	-	chr8:117557226-117557673	negative	train	0.0075474894924689	221490	0.0012350894
chr8	124191199	124222314	chr8	124193562	124193945	ENSG00000147689	+	chr8:124193562-124193945	positive	train	-0.646656009194748	2363	0.23971136
chr8	124191199	124222314	chr8	124193997	124194195	ENSG00000147689	+	chr8:124193997-124194195	positive	train	-0.726372106597848	2798	0.23971136
chr8	124191199	124222314	chr8	124184044	124184300	ENSG00000147689	+	chr8:124184044-124184300	positive	valid	-0.275820835398171	6899	0.013155048
chr8	124191199	124222314	chr8	124180271	124180415	ENSG00000147689	+	chr8:124180271-124180415	positive	train	-0.847072242404545	10784	0.15475766
chr8	124191199	124222314	chr8	124178947	124180157	ENSG00000147689	+	chr8:124178947-124180157	positive	train	-0.899545158510542	11042	0.194473581
chr8	124191199	124222314	chr8	124178508	124178893	ENSG00000147689	+	chr8:124178508-124178893	positive	train	-0.362087900031991	12306	0.039715921
chr8	124191199	124222314	chr8	124177039	124177417	ENSG00000147689	+	chr8:124177039-124177417	negative	valid	-0.0549075783844735	13782	0.0062438118
chr8	124191199	124222314	chr8	124210419	124210676	ENSG00000147689	+	chr8:124210419-124210676	negative	train	-0.252920769242815	19220	0.002156603
chr8	124191199	124222314	chr8	124171314	124171421	ENSG00000147689	+	chr8:124171314-124171421	negative	train	-0.0598965008996428	19778	0.0036911511
chr8	124191199	124222314	chr8	124169502	124169661	ENSG00000147689	+	chr8:124169502-124169661	negative	train	0.0033096393727171	21538	0.027807983
chr8	124191199	124222314	chr8	124167037	124167302	ENSG00000147689	+	chr8:124167037-124167302	negative	train	0.0867607261366934	23897	0.0037154683
chr8	124191199	124222314	chr8	124165735	124165845	ENSG00000147689	+	chr8:124165735-124165845	negative	train	-0.0065025611279407	25354	0.0013079062
chr8	124191199	124222314	chr8	124161262	124161656	ENSG00000147689	+	chr8:124161262-124161656	negative	train	-0.0445379022980308	29543	0.0066294637
chr8	124191199	124222314	chr8	124149781	124150179	ENSG00000147689	+	chr8:124149781-124150179	negative	train	0.0611231211190097	41020	0.002109084
chr8	124191199	124222314	chr8	124138655	124138949	ENSG00000147689	+	chr8:124138655-124138949	negative	train	-0.0632449843001983	52250	0.0015566909
chr8	124191199	124222314	chr8	124124976	124125300	ENSG00000147689	+	chr8:124124976-124125300	negative	train	-0.0332649138866634	65899	0.0010183437
chr8	124191199	124222314	chr8	124263016	124263587	ENSG00000147689	+	chr8:124263016-124263587	negative	train	-0.0401804637727375	71817	0.0030616499
chr8	124191199	124222314	chr8	124115872	124116218	ENSG00000147689	+	chr8:124115872-124116218	negative	train	-0.0966014974562396	74981	0.00082109817
chr8	124191199	124222314	chr8	124281193	124281631	ENSG00000147689	+	chr8:124281193-124281631	negative	train	-0.0159682028587763	89994	0.0011811313
chr8	124191199	124222314	chr8	124293774	124293935	ENSG00000147689	+	chr8:124293774-124293935	negative	test	-0.079170476994161	102575	0.00047543091
chr8	124191199	124222314	chr8	124294629	124295128	ENSG00000147689	+	chr8:124294629-124295128	negative	train	-0.0189210682621759	103430	0.00097296739
chr8	124191199	124222314	chr8	124077710	124078325	ENSG00000147689	+	chr8:124077710-124078325	negative	train	-0.0131252229933475	112874	0.0016388169
chr8	124191199	124222314	chr8	124073133	124073404	ENSG00000147689	+	chr8:124073133-124073404	negative	valid	-0.0155685309588313	117795	0.001113223
chr8	124191199	124222314	chr8	124070032	124070300	ENSG00000147689	+	chr8:124070032-124070300	negative	train	0.0002719453525591	120899	0.00094305371
chr8	124191199	124222314	chr8	124052452	124052886	ENSG00000147689	+	chr8:124052452-124052886	negative	test	0.0436587457909028	138313	0.001986082
chr8	124191199	124222314	chr8	124027788	124028082	ENSG00000147689	+	chr8:124027788-124028082	negative	train	0.0685444809914122	163117	0.0010388651
chr8	124191199	124222314	chr8	124027076	124027591	ENSG00000147689	+	chr8:124027076-124027591	negative	valid	0.0152654388153608	163608	0.0013462075
